plot_size_hectares,soil_ph,soil_type,planned_crop_family,planned_nitrogen_demand,ph_distance_from_ideal,soil_type_match,same_family_repeat_count,heavy_feeder_streak,seasons_since_nitrogen_fixer,rotation_length,planned_crop,previous_crops,risk_level,should_rotate,risk_score
1.45,7.08,sandy,grain,2,0.08,0,0,0,1,1,wheat,carrot,medium,0,2.55
28.74,7.86,loam,umbellifer,1,1.06,1,0,0,4,4,carrot,wheat|lettuce|broccoli|wheat,medium,0,2.99
47.49,4.94,clay,legume,1,1.06,0,1,0,0,3,peas,pepper|broccoli|clover,medium,1,4.35
43.5,6.54,silt,nightshade,3,0,0,0,1,1,1,tomato,corn,medium,0,3.07
26.59,5.33,clay,nightshade,3,0.67,0,0,0,1,2,tomato,beans|onion,medium,1,3.5
8.97,8.19,silt,nightshade,2,1.69,0,0,0,1,3,potato,potato|soybean|lettuce,medium,0,4
36.86,5.87,silt,legume,1,0.13,0,0,0,1,4,beans,tomato|carrot|beans|onion,low,0,1.48
32.96,4.68,loam,umbellifer,1,1.32,1,0,0,4,4,carrot,onion|rice|rice|wheat,high,0,1.85
3.29,5.42,sandy,nightshade,2,0.08,1,0,0,1,1,pepper,wheat,low,0,0.73
38.65,7.21,clay,grain,2,0.21,1,0,0,2,2,wheat,cabbage|potato,medium,0,2.05
29.45,6.75,sandy,brassica,3,0,0,0,2,3,3,cabbage,wheat|broccoli|rice,high,1,5.6
1.09,5.14,silt,nightshade,3,0.86,0,0,0,2,2,tomato,carrot|carrot,medium,0,3.25
3.21,5.7,loam,umbellifer,1,0.3,1,0,0,0,1,carrot,peas,high,0,0.45
2.42,7.68,sandy,legume,1,0.68,0,0,0,2,4,soybean,clover|soybean|pepper|carrot,medium,1,2.91
34.49,8.18,loam,brassica,3,1.18,1,0,2,3,3,broccoli,onion|cabbage|corn,high,1,6.51
8.28,6.17,silt,legume,1,0,1,1,0,0,1,clover,soybean,medium,1,2.02
27.83,8.03,silt,brassica,3,1.03,0,0,0,1,3,broccoli,soybean|soybean|lettuce,low,0,1.74
5.79,6.91,silt,grain,3,0.41,1,0,0,0,2,rice,wheat|soybean,low,0,1.26
38.87,4.2,clay,legume,1,1.8,0,0,0,1,1,soybean,pepper,medium,0,2.94
5.05,6.52,loam,legume,1,0,1,0,0,4,4,peas,potato|carrot|cabbage|carrot,low,0,1.21
16.34,8.23,clay,nightshade,3,1.43,0,0,0,4,4,tomato,potato|potato|tomato|wheat,medium,0,4.18
29.14,4.23,clay,aster,2,1.77,0,0,0,1,3,lettuce,beans|soybean|onion,medium,0,2.71
30.37,8.31,clay,nightshade,2,1.81,0,0,1,1,4,potato,carrot|wheat|peas|cabbage,medium,0,3.72
15.02,7.04,loam,umbellifer,1,0.24,1,1,0,3,3,carrot,carrot|lettuce|carrot,medium,1,3.76
19.6,5.79,silt,nightshade,2,0,0,0,2,2,2,pepper,rice|cabbage,high,1,5.74
16.25,5.08,loam,legume,1,0.92,1,1,0,0,2,peas,cabbage|beans,low,1,1.96
31.45,4.24,silt,umbellifer,1,1.76,0,0,1,1,1,carrot,rice,medium,0,3.59
7.22,6.85,silt,brassica,3,0,0,0,0,3,4,cabbage,beans|wheat|onion|potato,medium,0,2.61
1.18,4.22,silt,legume,1,1.78,0,0,0,1,3,beans,potato|beans|pepper,medium,0,2.33
3.86,6.39,sandy,grain,2,0,0,0,0,0,2,wheat,soybean|beans,medium,0,2.07
31.53,5.09,clay,nightshade,3,0.91,0,0,1,1,1,tomato,cabbage,medium,0,3.97
8.42,6.95,silt,legume,1,0,1,0,0,0,0,clover,,low,0,0
44.39,4.34,silt,grain,3,1.16,1,0,0,0,4,rice,corn|tomato|tomato|beans,low,1,0.51
13.6,7.78,sandy,nightshade,2,0.98,1,0,0,0,1,pepper,soybean,low,1,0.76
28.7,5.02,clay,legume,1,0.98,0,0,0,2,2,peas,broccoli|lettuce,medium,0,2.16
41.69,7.4,clay,nightshade,2,0.6,0,0,0,0,2,pepper,lettuce|soybean,low,1,1.77
22.41,5.79,clay,grain,3,0.01,0,0,0,0,0,corn,,medium,0,2.34
5.18,8.02,sandy,brassica,3,1.02,0,0,0,0,1,broccoli,clover,medium,0,2.77
14.71,6.6,loam,aster,2,0,1,0,1,2,2,lettuce,pepper|broccoli,medium,0,3.73
25.18,6.26,clay,brassica,3,0,1,0,0,1,1,broccoli,potato,low,0,0
40.2,4.33,loam,nightshade,3,1.67,1,0,0,2,2,tomato,carrot|wheat,medium,0,3.39
12.68,6.79,clay,nightshade,3,0,0,0,0,0,2,tomato,broccoli|peas,low,0,1.94
46.46,7.72,sandy,grain,3,1.22,0,0,2,2,2,rice,corn|tomato,high,1,7.23
45.52,6.83,silt,aster,2,0,1,0,0,0,2,lettuce,peas|clover,low,0,1.21
46.95,4.98,clay,legume,1,1.02,0,1,0,0,1,peas,clover,medium,1,3.03
1.57,6.35,silt,legume,1,0,1,1,0,0,2,clover,pepper|beans,low,1,1.14
16.35,6.77,silt,legume,1,0,1,0,0,1,1,peas,lettuce,low,0,0.6
48.48,5.44,sandy,legume,1,0.56,0,0,0,1,1,soybean,carrot,low,0,1.46
2.91,7.39,silt,grain,3,0.89,1,0,0,1,3,rice,wheat|clover|lettuce,medium,0,2.78
32.04,6.92,silt,nightshade,2,0.42,0,0,0,1,1,potato,onion,medium,0,2.53
36.6,6.86,sandy,umbellifer,1,0.06,1,0,1,1,3,carrot,pepper|peas|rice,medium,0,2.32
7.08,7.89,clay,nightshade,3,1.09,0,1,0,1,1,tomato,pepper,high,1,5.68
18.48,4.56,clay,grain,3,1.24,0,0,0,2,2,corn,corn|pepper,medium,0,3.7
22.47,5.52,silt,legume,1,0.48,1,2,0,0,3,soybean,broccoli|soybean|peas,medium,1,3.83
14.95,7.96,sandy,grain,2,0.96,0,1,0,3,3,wheat,lettuce|potato|wheat,high,1,4.85
28.6,5.06,sandy,aster,2,0.94,0,0,0,0,4,lettuce,soybean|corn|peas|soybean,medium,0,2.55
11.19,4.74,loam,nightshade,3,1.26,1,0,0,0,0,tomato,,medium,0,2.02
45.93,8.42,silt,legume,1,1.42,1,0,0,0,0,clover,,low,0,0.25
8.84,8.13,clay,legume,1,0.63,0,0,0,3,3,peas,potato|pepper|potato,medium,0,2.87
34.25,5.55,clay,nightshade,2,0,0,0,0,1,3,potato,tomato|peas|lettuce,medium,0,2.26
36.47,6.28,clay,grain,2,0,1,1,0,2,2,wheat,lettuce|wheat,medium,1,2.43
14.03,5.84,clay,umbellifer,1,0.16,0,0,1,2,2,carrot,carrot|tomato,medium,0,4.14
19.93,8.21,sandy,legume,1,1.21,0,0,1,1,1,soybean,tomato,medium,0,4.4
39.71,5.33,sandy,grain,3,0.47,0,0,0,3,3,corn,cabbage|cabbage|onion,low,1,3.99
26.66,6.58,silt,legume,1,0,1,1,0,0,2,soybean,pepper|clover,low,1,1.94
8.27,7.23,silt,brassica,3,0.23,0,0,0,0,2,broccoli,clover|beans,medium,0,3.36
13.92,8.23,sandy,brassica,3,0.73,0,1,1,2,3,cabbage,clover|lettuce|broccoli,high,1,5.99
8.62,8.12,sandy,aster,2,1.12,0,0,1,1,3,lettuce,potato|peas|broccoli,medium,0,3.76
26.04,8.27,clay,aster,2,1.27,0,0,2,2,2,lettuce,rice|rice,high,1,7.11
26.99,7.04,clay,aster,2,0.04,0,0,0,1,1,lettuce,pepper,medium,0,2.26
45.37,6.14,clay,nightshade,2,0,0,0,0,0,0,potato,,low,0,1.03
46.28,7.69,sandy,allium,2,0.69,1,0,0,4,4,onion,tomato|potato|onion|lettuce,medium,0,3.25
49.1,4.65,loam,umbellifer,1,1.35,1,0,1,1,1,carrot,corn,medium,0,3.16
5.79,4.55,loam,brassica,3,1.45,1,0,0,4,4,cabbage,potato|lettuce|pepper|wheat,medium,0,4.25
28.86,8.02,clay,umbellifer,1,1.22,0,0,0,1,3,carrot,broccoli|clover|lettuce,medium,0,3.31
5.36,6.21,clay,legume,1,0,0,0,0,2,2,peas,pepper|lettuce,low,0,1.6
10.47,7.74,sandy,grain,2,0.74,0,0,0,1,3,wheat,broccoli|peas|carrot,low,0,1.39
37.48,7.51,sandy,legume,1,0.51,0,0,1,1,1,soybean,tomato,medium,1,3.28
6.18,5.24,clay,grain,3,0.56,0,0,0,1,1,corn,lettuce,low,0,1.5
32.35,5.56,clay,legume,1,0.44,0,0,3,3,3,soybean,corn|cabbage|corn,high,1,6.81
16.47,6.5,clay,aster,2,0,0,0,1,2,2,lettuce,wheat|corn,medium,0,3.66
23.11,5.92,sandy,legume,1,0.08,0,0,0,3,3,clover,onion|pepper|potato,medium,0,2.47
7.08,6.09,loam,umbellifer,1,0,1,0,1,2,2,carrot,carrot|cabbage,low,0,1.93
3.11,4.23,sandy,nightshade,2,1.27,1,0,0,2,2,pepper,lettuce|onion,medium,0,2.48
18.4,8.31,silt,brassica,3,1.31,0,1,1,1,1,broccoli,broccoli,high,1,6.25
29.28,6.64,sandy,legume,1,0,0,0,1,3,3,peas,wheat|wheat|tomato,medium,0,4.21
33.97,4.38,loam,aster,2,1.62,1,0,0,1,2,lettuce,soybean|potato,low,0,1.44
21.15,7.49,silt,nightshade,3,0.69,0,0,0,0,0,tomato,,medium,0,2.41
26.11,5.82,sandy,legume,1,0.18,1,0,0,0,0,beans,,low,1,0
49.96,6.19,sandy,brassica,3,0,0,0,0,3,4,broccoli,peas|pepper|lettuce|lettuce,medium,0,2.41
41.43,4.38,sandy,grain,2,1.62,0,0,0,0,0,wheat,,medium,0,2.33
0.51,4.81,silt,legume,1,1.19,1,0,0,1,2,soybean,clover|lettuce,low,0,0.69
31.72,7.11,silt,grain,2,0.11,0,0,0,0,2,wheat,cabbage|soybean,low,0,0.59
28.8,4.39,silt,nightshade,3,1.61,0,0,0,1,1,tomato,onion,medium,0,2.91
30.38,8.35,clay,brassica,3,0.85,1,0,0,1,1,cabbage,pepper,low,0,0.73
38.29,7.95,sandy,grain,2,0.95,0,0,0,3,4,wheat,soybean|lettuce|lettuce|onion,medium,0,3.09
22.74,7.84,clay,nightshade,2,1.34,0,0,0,0,1,potato,soybean,medium,0,4.03
49.26,7.59,silt,aster,2,0.59,1,0,0,2,3,lettuce,beans|onion|carrot,medium,0,1.88
47.36,6.74,clay,nightshade,2,0,0,2,0,2,2,pepper,pepper|potato,high,1,4.87
11.2,5.21,silt,legume,1,0.79,0,0,0,3,3,beans,potato|corn|lettuce,medium,0,3.18
0.52,4.25,clay,legume,1,1.75,0,0,0,1,1,peas,lettuce,medium,1,2.39
19.86,5.7,loam,grain,3,0.1,1,1,1,4,4,corn,wheat|broccoli|lettuce|rice,high,1,5.31
11.71,4.57,clay,umbellifer,1,1.43,0,0,1,3,3,carrot,potato|potato|rice,high,0,5.85
34.54,7.16,sandy,grain,2,0.16,0,0,0,0,2,wheat,rice|beans,low,0,1.57
42.03,6.97,clay,brassica,3,0,1,0,0,0,2,cabbage,cabbage|beans,low,0,1.49
27.24,6.2,silt,grain,3,0,1,0,0,0,3,rice,beans|lettuce|clover,low,0,1.29
8.96,4.54,silt,aster,2,1.46,1,0,1,1,1,lettuce,rice,medium,0,3.51
33.71,4.94,clay,grain,2,1.06,1,1,2,2,2,wheat,cabbage|corn,medium,1,6.94
19.19,6.06,silt,legume,1,0,1,0,0,0,0,soybean,,low,0,0.75
2.9,8.2,clay,grain,3,1.2,0,0,0,2,2,corn,onion|onion,medium,0,3.62
20.76,4.78,sandy,legume,1,1.22,0,0,1,2,2,soybean,pepper|cabbage,high,0,4.81
3.09,6.33,loam,legume,1,0,1,0,0,4,4,peas,cabbage|corn|corn|onion,low,0,1.71
4.56,7.44,clay,brassica,3,0.44,1,0,0,2,2,broccoli,rice|wheat,high,0,2.53
23.68,4.52,silt,nightshade,2,0.28,0,0,0,1,1,potato,wheat,medium,1,2.5
15.88,8.16,sandy,umbellifer,1,1.36,1,0,0,2,2,carrot,wheat|potato,medium,0,2.17
23.75,4.23,sandy,legume,1,1.77,1,0,1,1,1,beans,corn,medium,0,3.55
11.36,5.5,loam,grain,3,0,0,0,1,2,2,rice,wheat|broccoli,medium,0,3.83
13.57,4.55,clay,brassica,3,1.45,1,0,0,1,1,cabbage,carrot,medium,0,2.56
23.78,4.98,clay,legume,1,1.02,0,0,3,3,3,soybean,tomato|broccoli|broccoli,high,1,7.35
23.57,4.54,silt,brassica,3,1.46,0,0,1,3,3,cabbage,carrot|pepper|corn,high,0,5.88
13.59,5.68,sandy,brassica,3,0.32,0,0,1,2,2,cabbage,wheat|tomato,high,0,4.63
47.76,6.51,clay,grain,3,0.01,1,0,1,1,3,rice,pepper|clover|tomato,medium,0,2.77
36.65,7.65,silt,legume,1,0.65,0,0,0,2,2,beans,tomato|onion,medium,0,3.54
23.23,8.5,clay,nightshade,2,1.7,0,1,0,1,2,pepper,beans|potato,medium,1,3.8
25.61,5.19,clay,brassica,3,0.81,1,0,1,1,1,cabbage,corn,medium,0,2.52
15.11,4.42,loam,nightshade,3,1.58,1,0,2,3,3,tomato,carrot|broccoli|rice,high,1,6.31
39.29,8.41,sandy,nightshade,2,1.61,1,1,1,1,1,pepper,tomato,low,1,5.2
5.95,6.67,silt,legume,1,0,1,0,1,1,1,peas,rice,medium,0,3.33
8.49,8.49,loam,umbellifer,1,1.69,1,0,1,3,3,carrot,broccoli|carrot|rice,medium,0,4.43
38.09,4.21,clay,grain,3,1.59,0,0,0,0,2,corn,tomato|soybean,medium,0,2.65
49.7,6.15,clay,brassica,3,0,1,0,0,0,0,cabbage,,low,0,0.02
6.15,4.71,clay,grain,3,1.09,0,0,0,2,2,corn,lettuce|lettuce,medium,0,3.39
37.09,4.85,loam,grain,3,0.65,0,0,0,1,3,rice,soybean|clover|potato,medium,0,2.68
36.37,7.38,clay,nightshade,3,0.58,0,0,0,0,0,tomato,,low,0,1.47
27.21,7.82,clay,aster,2,0.82,0,0,0,0,4,lettuce,pepper|tomato|potato|beans,low,1,1.92
42.07,6.73,sandy,brassica,3,0,0,0,1,1,1,broccoli,tomato,medium,0,3.81
41.77,8.3,clay,legume,1,1.3,1,0,0,0,0,clover,,low,0,1.43
18.53,5.31,loam,allium,2,0.69,1,0,0,0,2,onion,onion|beans,high,0,0.6
13.06,7.85,clay,grain,2,0.85,1,0,0,1,2,wheat,peas|onion,low,1,1.52
47.18,6.81,sandy,legume,1,0,1,1,0,0,2,beans,carrot|beans,medium,1,2.42
21.65,4.84,clay,grain,2,1.16,1,0,0,0,0,wheat,,medium,0,2.13
35.35,6.52,clay,umbellifer,1,0,0,0,1,1,2,carrot,clover|rice,medium,0,3.84
29.86,7.5,clay,grain,3,1,1,0,0,4,4,rice,tomato|rice|corn|pepper,medium,0,2.48
45.25,6.21,sandy,brassica,3,0,0,0,0,0,4,broccoli,tomato|beans|rice|clover,medium,0,2.83
0.97,5.47,loam,brassica,3,0.53,1,0,0,0,0,cabbage,,low,0,1.42
27.49,7.15,clay,brassica,3,0.15,1,1,1,1,1,broccoli,broccoli,medium,1,3.16
17.36,4.28,silt,grain,2,1.72,0,1,2,4,4,wheat,corn|potato|cabbage|rice,high,1,9.27
2.78,4.75,loam,nightshade,2,0.75,1,0,0,1,1,pepper,wheat,low,1,1.86
37.31,4.96,loam,brassica,3,1.04,1,0,2,2,3,cabbage,clover|broccoli|tomato,medium,1,5.67
47.33,7.28,clay,nightshade,2,0.78,0,0,0,0,3,potato,tomato|onion|peas,medium,0,2.13
44.57,8.13,sandy,legume,1,1.13,1,1,0,0,2,beans,corn|clover,medium,1,2.58
22.05,8.45,sandy,nightshade,3,1.65,0,0,1,3,3,tomato,corn|wheat|cabbage,high,0,6.17
18.36,7.29,loam,umbellifer,1,0.49,1,0,1,2,2,carrot,lettuce|rice,medium,0,2.66
49.96,6.5,loam,legume,1,0,1,0,2,3,3,peas,carrot|broccoli|rice,high,1,4.76
33.44,4.99,silt,grain,3,0.81,1,0,1,2,2,corn,lettuce|tomato,medium,0,3.58
20.07,4.86,loam,legume,1,1.14,1,0,0,1,4,beans,clover|cabbage|clover|potato,low,0,0.74
27.33,6.4,sandy,allium,2,0,1,0,0,3,3,onion,potato|potato|lettuce,low,0,1.91
0.85,5.97,clay,allium,2,0.03,0,0,1,2,2,onion,pepper|cabbage,medium,0,3.9
7.36,5.21,sandy,allium,2,0.79,1,0,1,1,1,onion,corn,medium,0,2.71
7.7,4.67,clay,legume,1,1.33,0,1,0,0,3,peas,tomato|lettuce|beans,medium,1,4.45
37.59,4.9,sandy,brassica,3,1.1,0,1,3,3,3,cabbage,corn|tomato|broccoli,high,1,9.79
4.49,4.73,silt,allium,2,1.27,0,0,0,1,1,onion,pepper,low,0,1.81
12.53,7.89,silt,legume,1,0.89,1,0,1,1,2,soybean,peas|broccoli,medium,0,2.19
9.02,4.48,sandy,brassica,3,1.52,0,0,2,3,3,cabbage,pepper|corn|tomato,high,1,6.96
43.32,4.28,clay,aster,2,1.72,0,0,1,1,1,lettuce,corn,high,0,4.82
32.86,5.4,loam,legume,1,0.6,1,0,2,4,4,soybean,wheat|carrot|tomato|corn,high,1,5.4
37.22,6.47,clay,aster,2,0,0,0,0,4,4,lettuce,potato|rice|wheat|carrot,medium,0,2.85
10.21,4.47,loam,grain,2,1.53,1,0,0,2,2,wheat,pepper|lettuce,low,0,1.22
47.9,4.54,sandy,grain,3,1.26,0,0,0,0,4,corn,soybean|beans|clover|clover,medium,0,2.51
37.4,6.74,silt,allium,2,0,0,1,0,3,3,onion,tomato|corn|onion,medium,1,4.45
44.24,7.46,loam,allium,2,0.46,1,0,1,3,4,onion,peas|broccoli|carrot|cabbage,high,0,5.28
29.13,5.43,silt,aster,2,0.57,1,0,0,0,2,lettuce,lettuce|peas,low,0,0.6
3.94,8.32,sandy,legume,1,1.32,0,0,0,2,2,soybean,rice|carrot,medium,0,3.35
43.37,6.11,clay,nightshade,2,0,0,1,0,1,1,potato,potato,medium,1,4.06
2.91,5.17,clay,nightshade,3,0.83,0,0,1,1,1,tomato,corn,medium,0,3.68
41.76,4.76,loam,brassica,3,1.24,1,1,1,2,2,broccoli,onion|cabbage,high,1,5.66
19.27,6.27,clay,nightshade,2,0,0,0,0,0,1,pepper,peas,low,0,1.49
5.39,8.08,loam,allium,2,1.08,1,0,1,1,1,onion,corn,medium,0,3.02
18.38,5.71,clay,grain,3,0.09,0,0,0,0,1,corn,beans,low,0,1.63
43.83,8.35,loam,aster,2,1.35,1,0,1,1,1,lettuce,cabbage,medium,1,2.94
30.16,7.48,sandy,aster,2,0.48,0,0,2,2,2,lettuce,tomato|broccoli,high,1,5
34.16,4.49,clay,legume,1,1.51,0,2,0,0,2,soybean,clover|clover,high,1,5.91
37.45,7.97,loam,grain,2,0.97,1,1,0,2,2,wheat,carrot|wheat,medium,1,4.45
19.48,4.22,clay,legume,1,1.78,0,0,1,1,1,soybean,corn,medium,0,3.24
32.47,7.5,loam,legume,1,0.5,1,0,0,3,3,beans,carrot|carrot|carrot,medium,0,2.17
27.14,5.46,clay,legume,1,0.54,0,0,0,0,0,soybean,,low,0,1.92
21.31,7.68,clay,aster,2,0.68,0,0,0,0,0,lettuce,,medium,0,2.06
18.92,7.29,silt,umbellifer,1,0.49,0,1,0,1,1,carrot,carrot,medium,1,3.45
11.63,7.93,sandy,legume,1,0.93,0,0,0,2,2,soybean,wheat|wheat,medium,0,2.66
45.61,6.01,loam,nightshade,2,0,1,0,1,2,2,potato,onion|cabbage,medium,0,2.7
6.2,6.23,sandy,legume,1,0,0,0,0,2,3,peas,clover|lettuce|wheat,medium,0,2.47
16.54,4.62,loam,brassica,3,1.38,1,0,0,2,2,cabbage,cabbage|potato,medium,0,3.48
13.05,5.82,clay,allium,2,0.18,0,0,1,3,3,onion,cabbage|potato|rice,medium,0,4.33
21.81,7.37,sandy,allium,2,0.37,1,1,0,1,1,onion,onion,medium,1,3.48
7.15,5.74,silt,grain,2,0.26,0,0,0,0,0,wheat,,low,0,1.93
40.29,7.45,silt,nightshade,2,0.65,0,0,1,2,4,pepper,onion|soybean|potato|broccoli,high,0,5.3
24.39,5.52,loam,nightshade,2,0,1,0,0,0,0,pepper,,low,0,0.65
25.21,5.59,silt,brassica,3,0.41,0,0,1,1,1,broccoli,corn,high,0,4.62
13.05,7.43,silt,grain,3,0.93,1,0,0,4,4,rice,rice|pepper|pepper|lettuce,medium,0,3.09
0.61,7.01,silt,brassica,3,0.01,0,0,0,1,1,broccoli,potato,medium,0,2.38
35.35,8.26,loam,umbellifer,1,1.46,1,0,1,1,2,carrot,clover|tomato,medium,0,2.16
44.67,6.05,silt,brassica,3,0,0,0,0,0,0,cabbage,,low,0,1.94
39.89,6.42,silt,brassica,3,0,0,0,0,3,3,cabbage,rice|corn|carrot,low,0,2.71
34.4,8.26,loam,nightshade,2,1.76,1,1,1,1,1,potato,tomato,high,1,6.01
47.85,5.61,silt,nightshade,3,0.39,0,0,0,0,4,tomato,onion|corn|peas|soybean,low,0,1.7
23.74,6.76,silt,nightshade,2,0.26,0,0,1,1,3,potato,peas|beans|rice,medium,0,2.61
35.25,4.32,sandy,grain,3,1.18,0,0,0,1,3,rice,potato|soybean|lettuce,medium,0,2.21
3.08,4.96,loam,nightshade,2,0,1,0,0,1,1,potato,onion,low,0,1.46
18.61,8.01,silt,brassica,3,0.51,0,0,0,1,1,cabbage,potato,medium,0,2.89
44.16,5.8,sandy,legume,1,0.2,1,0,0,3,3,beans,tomato|cabbage|pepper,low,0,1.58
47.01,7.79,clay,legume,1,0.79,0,0,1,2,2,soybean,onion|rice,medium,0,4.43
49.2,7.62,clay,grain,2,0.62,1,0,2,2,4,wheat,clover|beans|rice|broccoli,high,1,5.88
24.82,4.53,silt,nightshade,2,0.97,0,0,0,0,0,pepper,,low,0,2.78
40.33,4.55,loam,nightshade,2,0.25,1,0,1,1,4,potato,corn|clover|peas|broccoli,high,1,2.79
9.99,4.99,silt,grain,3,0.51,1,0,0,0,1,rice,beans,low,0,0.9
8.08,5.4,silt,nightshade,3,0.6,0,1,0,3,4,tomato,clover|pepper|corn|pepper,high,1,5.58
28.18,7.39,sandy,legume,1,0.39,1,0,0,0,0,beans,,low,0,0.92
16.32,7.21,loam,umbellifer,1,0.41,1,1,0,3,3,carrot,rice|potato|carrot,medium,1,2.76
37.93,4.97,clay,grain,3,0.53,1,0,0,0,4,rice,wheat|lettuce|tomato|soybean,low,0,1.12
21.52,4.74,silt,umbellifer,1,1.26,0,0,2,2,2,carrot,tomato|broccoli,high,1,5.96
8.67,7.91,sandy,legume,1,0.41,0,0,1,1,4,peas,cabbage|potato|beans|cabbage,medium,1,3.22
25.33,6.55,sandy,aster,2,0,0,0,0,0,0,lettuce,,low,0,0.6
37.7,7.84,clay,grain,3,1.34,1,0,0,0,0,rice,,medium,0,2.82
42.24,6.76,loam,grain,3,0.26,0,0,0,1,3,rice,clover|peas|onion,medium,0,2.47
40.71,6.86,sandy,legume,1,0,1,0,1,1,2,beans,clover|corn,low,0,1.58
12.44,4.95,loam,legume,1,1.05,1,0,2,2,2,soybean,corn|rice,medium,1,4.45
45.3,7.66,sandy,aster,2,0.66,0,0,0,1,4,lettuce,wheat|cabbage|clover|carrot,medium,0,2.41
44.88,5.17,silt,brassica,3,0.83,0,0,0,2,2,cabbage,pepper|onion,medium,0,3.8
10.49,5.03,loam,legume,1,0.97,1,0,1,1,4,soybean,beans|lettuce|soybean|tomato,medium,0,3.38
1.43,6.63,loam,grain,2,0,1,0,0,1,1,wheat,onion,low,0,0.41
8.17,6.69,silt,allium,2,0,0,0,2,2,2,onion,cabbage|tomato,high,1,4.73
6.78,4.44,loam,legume,1,1.56,1,0,0,2,4,soybean,tomato|soybean|wheat|potato,medium,0,3.18
13.96,4.48,clay,nightshade,3,1.52,0,0,0,1,1,tomato,onion,medium,0,3.99
17.16,8.44,clay,brassica,3,0.94,1,0,1,1,1,cabbage,tomato,medium,0,2.81
5.08,5.8,silt,grain,3,0,1,0,0,0,4,rice,lettuce|beans|potato|peas,low,0,1.48
19.22,8.06,loam,umbellifer,1,1.26,1,0,0,0,0,carrot,,low,0,1.96
40.45,5.18,clay,brassica,3,0.82,1,0,0,2,2,cabbage,broccoli|carrot,medium,0,3.2
3.15,4.91,clay,grain,2,1.09,1,0,0,1,2,wheat,soybean|lettuce,low,0,0.78
13.62,7.3,loam,grain,2,0.3,1,0,0,0,2,wheat,wheat|beans,low,0,0.73
45.87,6.18,loam,legume,1,0,1,1,0,0,2,beans,rice|peas,medium,1,2.95
12.64,4.76,clay,nightshade,2,0.74,0,0,0,2,2,pepper,carrot|lettuce,medium,0,2.76
39.58,6.74,clay,legume,1,0,0,0,1,3,3,beans,potato|potato|corn,high,0,4.77
41.49,5.05,loam,legume,1,0.95,1,0,1,1,1,clover,rice,low,0,1.17
43.64,8.25,loam,legume,1,0.75,1,0,1,2,2,peas,pepper|broccoli,low,0,1.97
2.96,6.43,sandy,umbellifer,1,0,1,0,0,1,2,carrot,soybean|lettuce,low,0,0.37
35.56,6.25,silt,allium,2,0,0,0,0,1,1,onion,carrot,low,0,1.43
6.35,6.71,loam,legume,1,0,1,0,0,1,2,peas,soybean|lettuce,low,0,0.63
29.32,4.93,loam,grain,3,0.57,0,0,0,0,1,rice,peas,low,1,1.05
9.25,7.34,silt,grain,3,0.84,1,1,1,2,3,rice,beans|potato|rice,high,1,5.2
44.05,6.98,clay,aster,2,0,0,0,0,0,4,lettuce,onion|rice|soybean|clover,low,0,1.27
28.71,6.75,clay,brassica,3,0,1,0,3,3,3,cabbage,tomato|tomato|rice,high,1,6.82
19.99,5.33,sandy,aster,2,0.67,0,0,1,1,3,lettuce,cabbage|peas|tomato,medium,0,3.27
41.81,6.98,clay,umbellifer,1,0.18,0,0,0,1,1,carrot,wheat,medium,0,2.51
38.17,6.52,loam,grain,3,0.02,0,0,0,1,1,rice,lettuce,medium,0,2.53
29.64,5.84,clay,umbellifer,1,0.16,0,0,0,0,0,carrot,,medium,0,2.49
1.96,5.92,silt,grain,2,0.08,0,0,0,4,4,wheat,carrot|tomato|lettuce|lettuce,medium,0,2.76
43.53,5.88,loam,umbellifer,1,0.12,1,0,1,1,2,carrot,peas|corn,medium,0,2.53
21.24,6.11,silt,brassica,3,0,0,0,0,0,1,broccoli,soybean,low,0,1.85
43.38,5.05,silt,grain,2,0.95,0,0,0,0,0,wheat,,medium,0,2.93
21.82,4.79,loam,umbellifer,1,1.21,1,0,0,0,0,carrot,,low,0,0.65
14.46,8.14,loam,nightshade,2,1.64,1,1,0,1,1,potato,potato,medium,1,3.59
47.56,8.05,clay,nightshade,3,1.25,0,0,1,1,4,tomato,soybean|onion|beans|cabbage,medium,0,4.2
2.35,5.39,silt,allium,2,0.61,0,0,0,0,0,onion,,low,0,1.63
49.9,7.79,silt,brassica,3,0.29,0,0,0,0,3,cabbage,soybean|rice|beans,low,0,2.52
14.42,5.14,sandy,legume,1,0.86,1,0,0,3,3,beans,wheat|onion|potato,medium,0,2.12
9.9,7.74,sandy,nightshade,2,1.24,1,0,2,2,2,potato,corn|rice,high,1,5.61
14.74,6.51,loam,nightshade,3,0,1,2,0,3,3,tomato,rice|tomato|pepper,high,1,5.16
9.97,6.07,sandy,grain,2,0,0,0,0,0,3,wheat,corn|cabbage|peas,low,0,1.2
31.33,5.55,sandy,grain,3,0,0,0,0,0,0,rice,,low,0,1.73
41.78,4.34,loam,nightshade,2,0.46,1,0,1,1,2,potato,beans|broccoli,medium,0,2.23
42.34,6.93,clay,legume,1,0,0,0,0,1,1,beans,pepper,medium,0,2.1
19.87,5.81,silt,aster,2,0.19,1,0,0,0,3,lettuce,lettuce|peas|clover,low,0,0.35
42.47,4.76,silt,allium,2,1.24,0,0,0,1,1,onion,pepper,medium,0,3.94
